Month,Avg. Temp,Min. Temp,Max. Temp,Precip.
"December, 2020",49.2,38.1,60.4,2.16
"November, 2020",52.8,40.3,65.4,1.29
"October, 2020",69.4,53.6,85.2,0
"September, 2020",73.8,58.2,89.4,0
"August, 2020",76.6,60.5,92.7,0.1
"July, 2020",73.4,56.6,90.1,0
"June, 2020",71.2,55.6,86.8,0
"May, 2020",64.6,50.4,78.7,1.39
"April, 2020",58.7,46.2,71.2,1.16
"March, 2020",51.2,40.7,61.7,1.5
"February, 2020",53.9,40.9,67,0.01
"January, 2020",48.2,39.2,57.3,2.71
"December, 2019",48.5,41.5,55.5,8.67
"November, 2019",55,41.6,68.4,1.03
"October, 2019",62.1,46.6,77.6,0
"September, 2019",69.5,54.6,84.4,0.07
"August, 2019",74.7,59,90.4,0
"July, 2019",72.7,57,88.5,0.01
"June, 2019",71.3,56.3,86.2,0
"May, 2019",60,48.4,71.6,3.48
"April, 2019",60.1,48.6,71.5,0.96
"March, 2019",51.4,41.7,61,6.18
"February, 2019",44.8,37.3,52.2,14.41
"January, 2019",49.8,41.6,58.1,8.69
"December, 2018",48.3,39.6,57.1,3.12
"November, 2018",55.7,43.7,67.8,4.43
"October, 2018",64.5,51,77.9,0.78
"September, 2018",69,52.7,85.3,0.04
"August, 2018",71.9,56,87.8,0
"July, 2018",75.2,58.8,91.5,0.01
"June, 2018",70,53.7,86.3,0
"May, 2018",62.8,49.5,76.1,0.15
"April, 2018",56.4,44,68.8,3.1
"March, 2018",50.7,39.6,61.8,7.12
"February, 2018",51.2,38.2,64.2,0.31
"January, 2018",49.6,41,58.1,5.5
"December, 2017",49.1,37,61.2,0.11
"November, 2017",53.2,43.9,62.4,4.4
"October, 2017",64.3,48.8,79.8,0.21
"September, 2017",72.1,57.7,86.5,0.04
"August, 2017",74.9,59.4,90.3,0
"July, 2017",74.9,57.6,92.2,0
"June, 2017",70.9,55.9,85.9,0.38
"May, 2017",64.1,49.9,78.3,0.03
"April, 2017",56.2,45.2,67.3,3.68
"March, 2017",54.8,43.5,66.1,3.64
"February, 2017",49.9,42.7,57,13
"January, 2017",45.6,37.7,53.4,17.81
"December, 2016",45.8,36.1,55.4,5.84
"November, 2016",54.1,44.4,63.8,2.74
"October, 2016",60.4,49.9,71,5.39
"September, 2016",69.8,53.9,85.6,0
"August, 2016",71.4,55.4,87.4,0
"July, 2016",72.5,55.9,89.2,0
"June, 2016",71.1,55.3,86.9,0.01
"May, 2016",63.6,51,76.2,0.36
"April, 2016",59.4,47,71.8,1.31
"March, 2016",53.9,44,63.7,9.62
"February, 2016",54.6,42.8,66.3,1.15
"January, 2016",48.2,42,54.5,9.59
"December, 2015",46,37.5,54.4,5.17
"November, 2015",51.1,39.3,62.9,1.68
"October, 2015",67.2,53,81.4,0.21
"September, 2015",71.9,55.9,87.9,0.28
"August, 2015",73.5,57.6,89.4,0.01
"July, 2015",73.4,58.8,88.1,0.06
"June, 2015",71.4,55.4,87.3,0.11
"May, 2015",60.9,48.1,73.6,0.15
"April, 2015",58.3,44.7,71.8,1.63
"March, 2015",58.6,45.2,71.9,0.19
"February, 2015",55.2,44.2,66.2,4.33
"January, 2015",51.2,40.4,62,0.06
"December, 2014",51,44.6,57.4,14.09
"November, 2014",55.2,44.4,65.9,2.57
"October, 2014",65.8,51.6,80.1,0.84
"September, 2014",70.6,55.8,85.4,0.5
"August, 2014",72.3,57.2,87.4,0.05
"July, 2014",74,58.7,89.4,0
"June, 2014",70.4,54.3,86.5,0
"May, 2014",65.4,50.3,80.6,0.01
"April, 2014",59.2,46,72.4,2
"March, 2014",56,44.6,67.4,3.44
"February, 2014",51.4,42.1,60.7,9.65
"January, 2014",53.1,39,67.1,0.13
"December, 2013",47.1,33.6,60.5,0.51
"November, 2013",54.9,42.6,67.2,0.91
"October, 2013",61.2,45.9,76.5,0
"September, 2013",69,54.5,83.5,0.6
"August, 2013",71.4,55.7,87,0.01
"July, 2013",73.1,56.8,89.4,0
"June, 2013",70,54.9,85,0.65
"May, 2013",64.7,50.3,79.1,0.19
"April, 2013",60.9,47.4,74.5,1.05
"March, 2013",54.1,41.3,66.9,1.33
"February, 2013",49.3,36.4,62.2,0.49
"January, 2013",45.4,33.8,57,0.98
"December, 2012",46.5,38.2,54.8,10.94
"November, 2012",54.2,44,64.4,8.02
"October, 2012",63.4,50.3,76.4,1.44
"September, 2012",69.1,51.8,86.4,0
"August, 2012",73,55.7,90.3,0
"July, 2012",71.1,54.5,87.8,0
"June, 2012",68.1,52.7,83.6,0.05
"May, 2012",63.5,48.5,78.4,0.1
"April, 2012",56.3,44.4,68.2,2.84
"March, 2012",50,40.2,59.9,8.84
"February, 2012",50.1,38.6,61.6,1.78
"January, 2012",48.1,35.9,60.2,5.42
"December, 2011",47.2,35,59.4,0.29
"November, 2011",49.9,39.4,60.4,2.3
"October, 2011",62.9,50.6,75.2,1.58
"September, 2011",72,55.8,88.3,0.01
"August, 2011",70.6,55.2,85.9,0
"July, 2011",71.2,56.6,85.8,0
"June, 2011",65.7,53.1,78.4,1.09
"May, 2011",58.3,45.3,71.3,1.96
"April, 2011",55.2,43.2,67.1,0.43
"March, 2011",50.2,41.4,59,11.4
"February, 2011",47.3,36.6,58.1,6.3
"January, 2011",47.4,37.8,57.1,2.17
"December, 2010",48,41.8,54.3,9.56
"November, 2010",52.2,41.2,63.1,3.37
"October, 2010",62.2,50.6,73.8,3.49
"September, 2010",70.3,54.1,86.4,0.05
"August, 2010",69.4,53.3,85.4,0
"July, 2010",70.8,54.8,86.8,0
"June, 2010",68.6,54.1,83,0.01
"May, 2010",57.7,44.5,71,1.72
"April, 2010",52.4,40.8,63.9,4.98
"March, 2010",51.6,39.7,63.4,3.08
"February, 2010",50,41.6,58.4,4.98
"January, 2010",47,40.4,53.6,11.35
"December, 2009",44.9,36.5,53.4,3
"November, 2009",52.6,40.9,64.2,0.91
"October, 2009",60.8,48.8,73,4.7
"September, 2009",72.4,55.1,89.7,0.1
"August, 2009",72.6,55.7,89.5,0
"July, 2009",72.5,55.3,89.7,0
"June, 2009",67.2,52.6,81.9,0.06
"May, 2009",64.4,50.2,78.4,1.95
"April, 2009",56.1,42.2,70.1,0.73
"March, 2009",51.9,40.2,63.6,3.19
"February, 2009",48,39.3,56.5,10.1
"January, 2009",49.3,37.6,61,0.86
"December, 2008",44.2,34.9,53.5,3.37
"November, 2008",55.4,45.1,65.8,3.12
"October, 2008",63.8,48.9,78.7,1.06
"September, 2008",70.3,53.4,87.1,0.01
"August, 2008",73.9,56.7,91.2,0
"July, 2008",73,56.5,89.6,0
"June, 2008",70,53.3,86.8,0
"May, 2008",63.6,49.1,78,0.12
"April, 2008",55.4,40.5,70.2,0.16
"March, 2008",52.4,39.2,65.5,0.2
"February, 2008",48.8,38,59.6,4.17
"January, 2008",44.7,37.4,52,12.92
"December, 2007",45.3,36.2,54.3,4.59
"November, 2007",54.8,42.1,67.5,0.76
"October, 2007",59.8,47.5,72.2,2.2
"September, 2007",67.4,52.8,82,0.17
"August, 2007",72.8,56,89.5,0
"July, 2007",72.7,56.3,89,0.05
"June, 2007",68.9,52.8,85.1,0
"May, 2007",63.6,48.6,78.6,0.43
"April, 2007",57.4,43.8,71,1.79
"March, 2007",56.1,42.4,69.9,0.26
"February, 2007",49,39.7,58.2,6.9
"January, 2007",45.4,33,57.7,0.38
"December, 2006",46.6,36.9,56.4,5.05
"November, 2006",52.5,42.8,62.2,2.62
"October, 2006",60.7,47.1,74.2,0.31
"September, 2006",69,53,85,0
"August, 2006",70.6,54.6,86.7,0
"July, 2006",76.4,59.2,93.6,0
"June, 2006",71.2,55.6,86.7,0.01
"May, 2006",63.5,49.3,77.6,0.83
"April, 2006",54.4,44.8,63.9,6.24
"March, 2006",46.5,38,55,9.27
"February, 2006",50.2,38.5,62,4.67
"January, 2006",48,39.2,56.7,5.07
"December, 2005",49,41,57,17.47
"November, 2005",54.6,42.9,66.3,2.53
"October, 2005",61.8,48.1,75.4,0.68
"September, 2005",66.5,51.3,81.8,0.01
"August, 2005",72.8,55.6,89.9,0
"July, 2005",75.1,58.2,92.1,0
"June, 2005",65.6,52.2,79,0.73
"May, 2005",61.6,49.5,73.7,3.82
"April, 2005",54.5,41.9,67.1,1.67
"March, 2005",54.5,43.6,65.5,5.56
"February, 2005",51,42.5,59.6,4.53
"January, 2005",45.3,37.7,52.9,6.13
"December, 2004",47.9,39.3,56.5,9.45
"November, 2004",51.6,41.8,61.4,2.77
"October, 2004",60.6,48.7,72.6,3.89
"September, 2004",71.2,54.7,87.6,0.08
"August, 2004",73.1,57,89.2,0
"July, 2004",72,56.5,87.6,0
"June, 2004",68.8,53,84.6,0.03
"May, 2004",63,48.6,77.3,0.06
"April, 2004",58.8,45,72.5,0.41
"March, 2004",59.3,45.7,72.9,1.37
"February, 2004",48.4,39.6,57.2,9.34
"January, 2004",46.2,38.5,53.9,3.83
"December, 2003",47,39.9,54,11.72
"November, 2003",49.6,40.3,58.9,3.19
"October, 2003",65.9,49.9,81.9,0.04
"September, 2003",71.9,55.7,88.1,0.02
"August, 2003",72.2,56.3,88.1,0.41
"July, 2003",75.4,58,92.7,0
"June, 2003",69.3,53.9,84.7,0
"May, 2003",62,48,75.9,1.19
"April, 2003",51,40.7,61.3,5.17
"March, 2003",54,42.3,65.8,3.07
"February, 2003",49.1,38.1,60,2.2
"January, 2003",51.2,43.5,58.9,3.44
"December, 2002",47.9,40.4,55.4,17.47
"November, 2002",54.7,43,66.4,3.86
"October, 2002",61.8,47.3,76.4,0.01
"September, 2002",70.2,53.2,87.2,0
"August, 2002",71.6,55,88.2,0
"July, 2002",73,56.5,89.4,0
"June, 2002",69.8,53.9,85.6,0
"May, 2002",61.4,46.9,75.9,1.2
"April, 2002",56.3,44.2,68.3,0.35
"March, 2002",51.3,39.3,63.2,2.79
"February, 2002",50.4,38.9,61.8,1.72
"January, 2002",45.1,35.8,54.4,4.27
"December, 2001",47.2,40.9,53.6,11.86
"November, 2001",54,44.9,63.2,7.06
"October, 2001",64.9,51,78.8,0.92
"September, 2001",68.8,53.4,84.2,0.35
"August, 2001",72.5,55.7,89.2,0
"July, 2001",71.3,55.5,87.1,0
"June, 2001",70.9,54.7,87.1,0.18
"May, 2001",69.3,52.8,85.8,0
"April, 2001",53.7,40.7,66.8,1.04
"March, 2001",55.4,43.2,67.6,2.74
"February, 2001",47.4,38.1,56.8,8
"January, 2001",45.5,35,56,5.67
"December, 2000",48.2,38.1,58.4,1.02
"November, 2000",48.8,38.3,59.3,1.29
"October, 2000",60.4,48.2,72.5,3.35
"September, 2000",69.7,54.6,84.9,0.24
"August, 2000",72.2,55.7,88.6,0
"July, 2000",69.8,54,85.7,0
"June, 2000",70.1,54.8,85.4,0.26
"May, 2000",63.1,49.8,76.3,1.5
"April, 2000",58.2,45.2,71.3,2.21
"March, 2000",53.4,42,64.8,3.13
"February, 2000",49.5,42.4,56.7,11.3
"January, 2000",47.8,39.6,55.9,6.94
"December, 1999",48.8,36.7,60.9,0.67
"November, 1999",54,44.1,63.8,3.56
"October, 1999",64.6,49.3,80,0.81
"September, 1999",70.2,54.8,85.7,0.05
"August, 1999",71,55.9,86.1,0.01
"July, 1999",70,53.9,86,0
"June, 1999",66.9,51.7,82.1,0.15
"May, 1999",60,45.9,74.1,0.1
"April, 1999",55.2,42.8,67.7,2.45
"March, 1999",48.2,37.9,58.3,3.96
"February, 1999",46.5,37.5,55.5,10.02
"January, 1999",46,36.8,55.3,3.62
"December, 1998",44.3,33.7,54.8,1.82
"November, 1998",50.6,41.8,59.3,6.15
"October, 1998",60.4,46.8,74,0.88
"September, 1998",70.4,57,83.8,0.19
"August, 1998",75,57.5,92.4,0
"July, 1998",72.7,56.8,88.6,0
"June, 1998",64.9,53,76.9,0.06
"May, 1998",55.5,45.9,65.2,4
"April, 1998",54.3,42.6,66,3.08
"March, 1998",52.2,41.4,63.1,2.98
"February, 1998",47.2,40.5,53.9,17.63
"January, 1998",47.9,42,53.9,10.47
"December, 1997",47.2,38.2,56.2,3.36
"November, 1997",54.5,45.6,63.4,7.79
"October, 1997",61.9,48.8,75,1.25
"September, 1997",71.4,56,86.7,0.17
"August, 1997",72.1,57,87.1,0.55
"July, 1997",72.8,56.5,89.1,0
"June, 1997",69.2,54.5,83.8,0.3
"May, 1997",67.2,52.1,82.3,0.53
"April, 1997",58.4,46,70.9,0.67
"March, 1997",55.5,42.4,68.5,1.16
"February, 1997",51.4,40.5,62.2,0.46
"January, 1997",47.2,39.9,54.5,13.52
"December, 1996",49.2,42.1,56.4,13.88
"November, 1996",54.1,44.4,63.8,3.82
"October, 1996",62,48.5,75.4,1.51
"September, 1996",68.1,52.6,83.7,0.05
"August, 1996",74.6,57.1,92.2,0
"July, 1996",75.4,58.5,92.4,0
"June, 1996",69.5,53.6,85.3,0.01
"May, 1996",62.3,49.2,75.4,3.42
"April, 1996",57.4,45.1,69.7,3.63
"March, 1996",53.9,42.1,65.7,3.24
"February, 1996",51.3,43.2,59.4,10.05
"January, 1996",47.6,39,56.1,9.04
"December, 1995",49.6,41.7,57.4,10.66
"November, 1995",57.5,44.6,70.4,0.14
"October, 1995",64,48.9,79.1,0.01
"September, 1995",69.5,54,85,0
"August, 1995",72.8,56,89.6,0
"July, 1995",72.3,57,87.6,0
"June, 1995",66.5,52.8,80.2,0.74
"May, 1995",59.4,48,70.8,2.1
"April, 1995",54.8,43.4,66.2,2.02
"March, 1995",50.4,41.4,59.3,14.54
"February, 1995",52,42.9,61.1,0.75
"January, 1995",48.6,44,53.3,22.17
"December, 1994",43.1,35,51.1,4.17
"November, 1994",46.1,36.4,55.7,6.47
"October, 1994",61,46.8,75.2,0.98
"September, 1994",69,53.3,84.7,0.01
"August, 1994",72,54,90,0
"July, 1994",71.2,55,87.5,0
"June, 1994",68.3,51.6,85,0.02
"May, 1994",61.4,48.5,74.3,1.3
"April, 1994",57.1,44,70.2,1.65
"March, 1994",54.4,41.5,67.2,0.31
"February, 1994",46.6,36.4,56.8,5.34
"January, 1994",47.8,37.5,58,2.96
"December, 1993",45.1,35.9,54.3,4.19
"November, 1993",52.1,39.8,64.4,3.22
"October, 1993",63.4,50.9,75.9,1.22
"September, 1993",69.3,52.5,86.1,0
"August, 1993",72,55.7,88.2,0
"July, 1993",71.8,56.3,87.4,0
"June, 1993",69.3,54.7,83.9,1
"May, 1993",61.4,49.7,73,1.81
"April, 1993",55.8,44.1,67.5,1.43
"March, 1993",55,45,65.1,2.74
"February, 1993",46.8,38.3,55.4,7.57
"January, 1993",43.8,35,52.5,13.75
"December, 1992",43.9,35.6,52.2,10.8
"November, 1992",53.7,42.2,65.2,0.4
"October, 1992",64.8,51.5,78.1,3.41
"September, 1992",70.2,54.2,86.2,0
"August, 1992",74.1,57.2,91,0
"July, 1992",72,56.5,87.6,0
"June, 1992",67.4,53.8,81,0.86
"May, 1992",66.9,52,81.8,0.04
"April, 1992",59.5,46.6,72.3,1.13
"March, 1992",53.4,43.7,63.2,4.93
"February, 1992",52.2,43.1,61.1,9.18
"January, 1992",44.3,35.2,53.5,2.45
"December, 1991",46.6,36.5,56.6,3.19
"November, 1991",54.9,42.9,66.8,1.13
"October, 1991",66.2,51.1,81.3,2.1
"September, 1991",71.5,55.1,87.8,0
"August, 1991",69.7,54.6,84.8,0.19
"July, 1991",72.7,56.9,88.6,0
"June, 1991",65.5,50.4,80.5,0.5
"May, 1991",59.1,45.6,72.6,0.21
"April, 1991",54.4,42,66.8,0.4
"March, 1991",47.6,38.9,56.3,13.37
"February, 1991",53.4,41.3,65.4,4.07
"January, 1991",46.5,35.3,57.8,0.61
"December, 1990",41.5,29.4,53.6,1.05
"November, 1990",52.8,40,65.6,0.48
"October, 1990",64.3,48.5,80,0.48
"September, 1990",70,54.5,85.5,0.22
"August, 1990",72.9,58.3,87.6,0.01
"July, 1990",73.4,57.6,89.2,0
"June, 1990",68.1,52.7,83.6,0.01
"May, 1990",60.9,48,73.7,3.74
"April, 1990",59.4,46.9,72,0.25
"March, 1990",52.5,40.6,64.3,1.25
"February, 1990",45.6,34.5,56.8,3.54
"January, 1990",45.6,35.8,55.4,5.62
"December, 1989",46.3,34.5,58.1,0
"November, 1989",54,41,67.1,1.66
"October, 1989",60.3,47.3,73.3,3.16
"September, 1989",66.7,52.8,80.6,1.52
"August, 1989",70.4,54.6,86.1,0.03
"July, 1989",72.4,54.9,90,0
"June, 1989",68,53.9,82,0.23
"May, 1989",61.5,47.5,75.4,0.08
"April, 1989",59.4,46.6,72.2,0.76
"March, 1989",51.7,43,60.4,8.75
"February, 1989",44.6,34.2,54.9,1.24
"January, 1989",44.8,34.2,55.5,1.28
"December, 1988",46.4,36.5,56.2,3.99
"November, 1988",51.9,43.6,60.2,4.94
"October, 1988",64,49.9,78.1,0.13
"September, 1988",69.6,53.2,86,0
"August, 1988",72.1,56.2,87.8,0
"July, 1988",76,59.2,92.8,0
"June, 1988",67.3,52.9,81.8,0.41
"May, 1988",60.1,46.2,74,1.03
"April, 1988",56.7,44.8,68.6,2.16
"March, 1988",54.8,41,68.6,0.18
"February, 1988",52,38.6,65.3,0.55
"January, 1988",46.5,37.9,55.1,7
"December, 1987",45.4,38.8,52,8.98
"November, 1987",51.9,42.3,61.5,3.29
"October, 1987",65.1,51.7,78.4,1.6
"September, 1987",69.3,53.3,85.3,0
"August, 1987",71.3,55.4,87.1,0
"July, 1987",68.4,53.6,83.2,0
"June, 1987",68.9,53.3,84.6,0.01
"May, 1987",65.1,50.7,79.4,0.12
"April, 1987",60.1,44.8,75.3,0.16
"March, 1987",51,40.1,61.9,4.98
"February, 1987",49.6,39.3,60,5.25
"January, 1987",44.8,35.2,54.5,3.84
"December, 1986",46.1,36.6,55.6,1.97
"November, 1986",55.4,41.9,68.8,0.13
"October, 1986",62.4,49.2,75.6,0.31
"September, 1986",63.7,51,76.3,1.32
"August, 1986",72.1,55.6,88.6,0
"July, 1986",71.2,55.3,87.1,0
"June, 1986",69.2,54.4,83.9,0
"May, 1986",62.5,48.6,76.4,0.59
"April, 1986",56.3,43.9,68.7,0.8
"March, 1986",55.8,45,66.6,7.77
"February, 1986",51.8,43.6,60,19.53
"January, 1986",49.2,41.4,56.9,6.87
"December, 1985",44,35.6,52.3,3.72
"November, 1985",48,38.1,57.8,4.99
"October, 1985",61.3,48.1,74.6,1.14
"September, 1985",64.8,51.8,77.8,0.92
"August, 1985",69.8,53.2,86.3,0.02
"July, 1985",75,58.8,91.2,0.03
"June, 1985",71.7,55.5,87.9,0.05
"May, 1985",60.6,46,75.3,0.02
"April, 1985",60,46.8,73.3,0.16
"March, 1985",48.5,37.7,59.3,4.86
"February, 1985",50.3,38,62.6,3.77
"January, 1985",43,34,52,1.38
"December, 1984",43.5,35.3,51.6,2.24
"November, 1984",49.2,41.2,57.2,10.01
"October, 1984",58.8,47.2,70.5,2.05
"September, 1984",73.2,56.3,90.1,0.1
"August, 1984",72.7,56,89.4,0.47
"July, 1984",75.2,58.9,91.6,0.01
"June, 1984",68.5,53,84,0.25
"May, 1984",65.9,50.9,81,0.13
"April, 1984",54.8,42.5,67,1.13
"March, 1984",55.2,43.4,66.9,2.29
"February, 1984",47.8,38,57.5,2.52
"January, 1984",47.7,38.2,57.1,0.6
"December, 1983",48,42.4,53.4,11.8
"November, 1983",50.5,42.7,58.3,10.88
"October, 1983",63.6,50.5,76.7,1.14
"September, 1983",71.4,56.8,86,0.56
"August, 1983",72.9,57.8,88,0.42
"July, 1983",71.1,55.7,86.4,0
"June, 1983",68.1,53,83.1,0.07
"May, 1983",61.4,47.7,75,0.65
"April, 1983",52.1,42.2,62,4.41
"March, 1983",50.7,43.6,57.8,14.11
"February, 1983",50,43.1,56.7,11.94
"January, 1983",45,37.7,52.4,10.03
"December, 1982",45.7,37.7,53.6,4.66
"November, 1982",48.2,39.6,56.8,8.63
"October, 1982",60.9,48.3,73.5,3.94
"September, 1982",68.2,54.2,82.2,1.35
"August, 1982",71.6,55.3,87.9,0.02
"July, 1982",70.7,54.7,86.6,0.02
"June, 1982",64.5,51.4,77.6,0.12
"May, 1982",62.6,47.7,77.5,0
"April, 1982",53.3,42.4,64.2,6.1
"March, 1982",48.3,39.1,57.6,8.89
"February, 1982",49.2,39.1,59.2,5.34
"January, 1982",42.3,33.7,50.8,9.23
"December, 1981",48.7,42.2,55.1,9.36
"November, 1981",54.2,46.4,62,9.49
"October, 1981",58.8,46.2,71.4,3.31
"September, 1981",69.5,54.8,84.3,0.39
"August, 1981",72.2,55.7,88.8,0
"July, 1981",72.6,55.2,90,0.01
"June, 1981",74.3,58.1,90.4,0
"May, 1981",63.4,49.6,77.2,0.36
"April, 1981",57.4,44.2,70.6,0.52
"March, 1981",50.9,41.5,60.4,4.08
"February, 1981",50.4,40.9,59.9,2.24
"January, 1981",47.6,40.4,54.7,7.71
"December, 1980",47.5,37.7,57.2,5.52
"November, 1980",53.7,41.6,65.9,0.35
"October, 1980",63.1,48.3,77.9,0.28
"September, 1980",67.3,52.1,82.5,0.02
"August, 1980",69.3,53.7,84.8,0
"July, 1980",71.8,55.5,88.1,0.06
"June, 1980",63.3,48.5,78.1,0.13
"May, 1980",58.8,45.1,72.4,0.45
"April, 1980",55.2,43.1,67.2,1.98
"March, 1980",50.5,39.4,61.6,2.5
"February, 1980",51.1,43.6,58.6,11.61
"January, 1980",46.5,38.8,54.3,8.53
